SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,Lan,Long,LowestRate
WS144,10900 ASHTON AV,Single-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,,34.057668,-118.443598,1
R50,7200 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,34.202466,-118.535929,1
OS823,11501 TENNESSEE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,PKG 8A-8P Mon-Sat | NP 9P-6A Nightly,,34.0347,-118.443461,1
WV213,10900 WEYBURN AV,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.062509,-118.446701,1
CP194,7100 ALABAMA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Tue,34.200712,-118.598956,1
C31,1401 29TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,10A-12P Thu,34.028734,-118.292062,1
EN93,16001 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.156231,-118.481698,1
WH369,22801 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.165654,-118.624916,1
VN300,14500 FRIAR ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-10A Mon,34.185621,-118.45061,1
PR623,9900 PICO BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.053101,-118.404423,1
LP303,3401 43RD PL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.00432,-118.332306,1
SO515,13801 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.148736,-118.434885,1
EN374,17201 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.160818,-118.508663,1
RA49,101 ROBERTSON BL,Single-Space,FLAT,$2.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076335,-118.383819,2
CB1949,201 E 14TH ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.034344,-118.25933,0.5
WW1787,500 S ARDMORE AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-10A Wed,34.063949,-118.301531,1
LH179,2601 PASADENA AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,4A-630A Wed,34.07734,-118.215515,1
VH231,2001 N HILLHURST AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.109278,-118.287532,1
BF196,600 GARDNER ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083275,-118.353177,1
R124,7201 AMIGO AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.201551,-118.538663,1
LM807,600 N. LA BREA AV,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.082893,-118.343933,1
SO235,15001 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.152939,-118.460261,1
SO615,4900 VAN NUYS BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.159863,-118.448571,1
PR747A,1400 POINT VIEW ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Tue,34.051756,-118.369966,1
ED471A,800 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.033032,-118.243447,0.5
OS345,11401 OLYMPIC BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.037045,-118.443432,1
CT457,800 YALE ST,Single-Space,TOD,$0.5 - $2,2HR,8A-8P Mon-Sat,10A-12P Fri,34.063406,-118.24059,0.5
TZ583,5601 YOLANDA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.172761,-118.540804,1
R359,7501 RESEDA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.207661,-118.536188,1
MM98A,700 BURNSIDE AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,9A-11A Mon,34.061541,-118.349642,1
SP584,301 6TH ST,Single-Space,FLAT,$0.75 ,2HR,8A-6P Mon-Sat,4A-630A Thu,33.738693,-118.284952,0.75
WP117,400 WASHINGTON BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Daily,730A-930A Mon,33.982156,-118.461532,1
NH974,10700 RIVERSIDE DR,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.15215,-118.364519,1
WH758,20800 VENTURA BL,Single-Space,FLAT,$1.00 ,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.166249,-118.586479,1
WV406,10800 LE CONTE AV,Single-Space,TOD,$0.5 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.063615,-118.443863,0.5
C421,3500 FIGUEROA ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.019699,-118.281241,1
WA779,651 PARK VIEW ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Fri,34.058905,-118.28013,1
CB3877,301 E. 9TH ST,Single-Space,TOD,$1.5 - $6,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-6P Sat, 11A-6P Sun",,34.039862,-118.253008,1.5
LC324,301 FLORES ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Mon,34.076422,-118.371126,1
WA153,600 ALVARADO ST,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.058648,-118.275313,1
VS540,5101 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,34.098225,-118.301764,1
BF145A,7801 ROSEWOOD AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-12P Mon,34.080245,-118.360345,1
CC778,201 N. FREMONT AV,Single-Space,TOD,$0.5 - $2,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,34.059645,-118.251496,0.5
CB2731,601 SAN PEDRO ST,Single-Space,TOD,$1 - $1.5,2HR,8A-6P Mon-Sat,,34.041213,-118.246376,1
SL257,3001 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.083729,-118.273867,1
SC542,11501 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.139844,-118.382462,1
C381B,3701 FLOWER ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.016306,-118.282381,1
LP176,3400 43RD PL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.004138,-118.331823,1
SC473,11101 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.141173,-118.371819,1
CB2438,501 MAPLE AVE,Single-Space,TOD,$1.5 - $3,2HR,8A-6P Mon-Sat,,34.044583,-118.247479,1.5
LC249,100 N. KILKEA DR,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Mon,34.075804,-118.366838,1
CB3476,401 W. 12TH ST,Single-Space,TOD,$0.5 - $1,4HR,8A-8P Mon-Sat,,34.040726,-118.264097,0.5
WU975,600 SAINT PAUL AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,12P-3P Thu,34.052431,-118.261456,1
LP215,4300 DEGNAN BL,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.004952,-118.331344,1
SV21,1500 IVAR AV,Single-Space,TOD,$1.5 - $3,2HR,"PKG 8A-8P Mon-Sat, 3P-8P Sun | NP 6A-3P Sun",,34.09901,-118.328499,1.5
SP535,601 MESA ST,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,,33.738307,-118.285779,0.5
MD112,2001 MARENGO ST,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,34.056382,-118.206592,1
CB1980,100 E 15TH ST,Single-Space,TOD,$0.5 - $2,4HR,8A-6P Mon-Sat,,34.033798,-118.261265,0.5
ED816,700 S TOWNE AVE,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,34.037702,-118.246982,0.5
PR565,8601 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.05422,-118.380273,1
EN343,5000 AMESTOY AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,10A-12P Fri,34.160904,-118.505377,1
WV465,1001 HILGARD AV,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.061489,-118.441732,0.5
VN928,14401 FRIAR ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,34.185744,-118.447712,0.5
PR128B,8800 PICO BL,Single-Space,FLAT,$1.00 ,2HR,TANS 7A-9A Mon-Fri | PKG 9A-5P Mon-Fri | NP 9A-5P Mon-Fri,,34.055023,-118.385577,1
HO180A,1600 CAHUENGA BL,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.100957,-118.329436,1.5
HO181A,1600 CAHUENGA BL,Single-Space,FLAT,$2.00 ,15MIN,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,34.101223,-118.329436,2
CB4472,701 S BROADWAY,Single-Space,FLAT,$3.00 ,2HR,8A-8P Mon-Sat,,34.044559,-118.254076,3
LM397,601 N. LA BREA AV,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,34.082521,-118.344173,1
CB378,1300 S MAIN ST,Single-Space,TOD,$1 - $2,2HR,8A-6P Mon-Sat,,34.035732,-118.260717,1
SG88,7500 SUNSET BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,34.09793,-118.35346,1
R240,18400 SHERMAN WAY,Single-Space,FLAT,$1.00 ,30MIN,8A-8P Mon-Sat,4A-630A Mon-Fri,34.201022,-118.53386,1
BR237,700 S WESTGATE AVE,Single-Space,FLAT,$2.00 ,2HR,"PKG 8A-8P Mon-Sat, 11A-8P Sun | NP 2A-6A Daily",8A-10A Thu,34.053391,-118.46979,2
SO935,13601 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.147924,-118.429977,1
PC6,4001 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.047681,-118.324247,1
VW1758,2300 PICO BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.047193,-118.287117,1
WB675,1901 S LOS ANGELES ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.02978,-118.264162,0.5
WV203,1000 BROXTON AV,Single-Space,TOD,$0.5 - $2,2HR,"PKG 8A-8P Mon-Wed, 8A-11A Thu, 8A-12A Fri-Sat, 10A-8P Sun | NP 11A-7P Thu",,34.061583,-118.446263,0.5
WH363,22801 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.165791,-118.62448,1
UC212,3700 CAHUENGA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.136148,-118.362135,1
CC326,600 W. 1ST ST,Single-Space,TOD,$4 - $6,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.055859,-118.249242,4
UC106,3201 OAKSHIRE DR,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.130166,-118.350206,1
CB2591,501 S. FREMONT AVE,Single-Space,FLAT,$5.00 ,2HR,"PLO 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-6P Sat",,34.052515,-118.258317,5
TZ333,19500 VENTURA BL,Single-Space,FLAT,$1.00 ,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,34.172683,-118.558823,1
UC58,3501 CAHUENGA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.133385,-118.357128,1
UC81,3401 CAHUENGA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,34.132272,-118.353746,1
EN807,16800 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,34.158677,-118.499081,1
VW618,501 SHATTO PL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.064934,-118.290018,1
PR550,8501 PICO BL,Single-Space,FLAT,$1.00 ,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,34.05361,-118.377004,1
HO676,1700 LAS PALMAS AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",8A-10A Mon,34.102115,-118.33607,1.5
LC423,8400 MELROSE PL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083531,-118.375604,1
PC10,4101 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.047733,-118.324813,1
WW735,600 ALEXANDRIA AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Wed,34.062416,-118.297842,1
SH411,1100 SEWARD ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-7P Mon-Sat,10A-1P Tue,34.091001,-118.33311,1
WW753,601 ALEXANDRIA AV,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,8A-10A Thu,34.062345,-118.298012,1
BR46,11701 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.053273,-118.468168,2
ED537,600 S CENTRAL AVE,Single-Space,FLAT,$0.50 ,4HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,34.03707,-118.240767,0.5
C490,500 28TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,4A-630A Tue,34.026274,-118.27657,1
PB119,5401 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048578,-118.355975,1
BW140,11700 S BARRINGTON CT,Single-Space,FLAT,$2.00 ,1HR,PKG 8A-9P Daily | NP 2A-4A Daily,,34.064564,-118.469547,2
VM37,8401 VERMONT AV,Single-Space,FLAT,$1.00 ,4HR,8A-8P Mon-Sat,,33.961235,-118.291919,1
CB3676,800 MAIN ST,Single-Space,TOD,$2 - $5,2HR,PKG 8A-8P Mon-Sat | NP 2A-5A Daily,,34.042321,-118.253672,2
PB125,5401 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.048944,-118.357242,1
WW2023,601 SAINT ANDREWS PL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,11A-2P Thu,34.06218,-118.311659,1
CB1324,1201 S. GRAND AV,Single-Space,FLAT,$0.50 ,4HR,8A-8P Mon-Sat,,34.040025,-118.263534,0.5
BF697,8100 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083639,-118.36669,1
LT392,301 CROCKER ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,1A-4A Fri,34.046143,-118.240479,0.5
VW1106,601 LA FAYETTE PK PL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Fri,34.062549,-118.282622,1
WA665,601 CORONADO ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,12P-3P Fri,34.060753,-118.281344,1
LC372,300 LA CIENEGA BL,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076674,-118.376486,1
SV440,1300 VINE ST,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.095981,-118.32653,1
WH365,22801 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.165746,-118.624624,1
ED407,800 E PICO BLVD,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,,34.03135523,-118.2508924,0.5
VN1060,14400 HAYNES ST,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,10A-12P Tue,34.189636,-118.447543,1
NH737,4100 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,,34.144499,-118.362149,1
WU768,900 BEACON AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,12P-3P Thu,34.051169,-118.27434,1
WW1192,3701 6TH ST,Single-Space,FLAT,$1.00 ,30MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.063627,-118.304701,1
BF529,7801 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076214,-118.359985,1
CB809,1101 S SANTEE ST,Single-Space,TOD,$1.5 - $3,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.037215,-118.256673,1.5
LT204,201 S SAN PEDRO ST,Single-Space,TOD,$0.5 - $3,2HR,8A-8P Mon-Sat,,34.048284,-118.242272,0.5
OF45,1000 FAIRFAX AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.057617,-118.363991,1
WF635,701 FAIRFAX AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.062237,-118.361889,1
ER143,1900 COLORADO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.13909,-118.210197,1
CC24,300 TEMPLE ST,Single-Space,TOD,$3 - $4,4HR,8A-8P Mon-Sat,,34.051387,-118.238572,3
WW2156,3500 WILSHIRE BL,Single-Space,FLAT,$1.00 ,15MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.061633,-118.302361,1
BF712,7600 BEVERLY BL,Single-Space,FLAT,$1.00 ,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.076026,-118.356873,1
PR174,1450 ROBERTSON BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.052648,-118.383906,1
CB3978,201 E 16TH ST,Single-Space,FLAT,$0.50 ,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,34.032573,-118.260609,0.5
PB262,5600 PICO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.050309,-118.361719,1
WA1731,700 CORONADO ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,12P-3P Fri,34.058445,-118.282321,1
SV140,1501 SCHRADER BL,Single-Space,TOD,$1 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.098754,-118.332532,1
WW2041A,601 GRAMERCY PL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,11A-2P Wed,34.062074,-118.312878,1
PW247,10900 PICO BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.038956,-118.430699,1
BH64A,301 BREED ST,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,1230P-230P Tue,34.047826,-118.208525,1
WW240,4401 2ND ST,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,10A-12P Wed,34.071202,-118.30944,1
SA8,1501 SUNSET BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.076636,-118.25677,1
WN188,901 AVALON BL,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Wed,33.781517,-118.262661,0.5
SO778,4201 MURIETTA AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Tue,34.148868,-118.438396,1
ER124,2100 COLORADO BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.139014,-118.212805,1
WV521,10901 LE CONTE AV,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.063732,-118.447647,1
OS135,2200 BUTLER AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.036277,-118.443784,1
CB2421,700 SAN PEDRO ST,Single-Space,TOD,$0.5 - $1.5,4HR,8A-6P Mon-Sat,,34.038883,-118.248536,0.5
NH472,11200 WEDDINGTON ST,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,10A-12P Thu,34.16695,-118.376751,1
CB256,1300 S HILL ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.03657,-118.262922,0.5
VN713A,14300 SYLVAN ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,34.184588,-118.444813,1
CB3849,800 SANTEE ST,Single-Space,TOD,$3 - $4,2HR,8A-6P Mon-Sat,,34.040947,-118.252074,3
WU1027,1001 INGRAHAM ST,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,12P-3P Fri,34.051484,-118.262723,1
WW2096,3900 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.061597,-118.313165,1
CB2070,1400 S MAPLE AVE,Single-Space,TOD,$0.5 - $1,4HR,8A-6P Mon-Sat,,34.032986,-118.258361,0.5
LM266,7251 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083602,-118.348103,1
NH894,5301 TUJUNGA AV,Single-Space,FLAT,$1.00 ,4HR,8A-6P Mon-Sat,,34.167698,-118.379073,1
WA775,2400 WILSHIRE BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.059866,-118.280266,1
WN118,900 AVALON BL,Single-Space,FLAT,$0.50 ,2HR,8A-6P Mon-Sat,4A-630A Thu,33.782334,-118.262517,0.5
P160,15201 SUNSET BL,Single-Space,FLAT,$1.00 ,15MIN,8A-8P Mon-Sat,,34.046545,-118.524657,1
SW215,701 WESTERN AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.084733,-118.30926,1
GA112,3100 GLENDALE BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.117167,-118.26146,1
LP260,4301 DEGNAN BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.005763,-118.33158,1
HW295,5101 HOLLYWOOD BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.101845,-118.301408,1
WSV156,12400 WILSHIRE BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,34.041434,-118.470575,1
WA1065,1800 7TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.05523,-118.274304,1
SS233,11801 SANTA MONICA BL,Single-Space,FLAT,$1.00 ,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,34.04233,-118.459576,1
CT284,900 N. HILL ST,Single-Space,TOD,$0.5 - $4,2HR,"TANS 4P-6P Mon-Fri | PKG 8A-4P, 6P-8P Mon-Fri, 8A-8P Sat",4A-630A Thu,34.065381,-118.238132,0.5
NH482,5201 LANKERSHIM BL,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,,34.166242,-118.375553,1
R110C,7201 BAIRD AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.201368,-118.537412,1
C1017,1201 30TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,8A-11A Wed,34.027488,-118.291126,1
CB3001,201 W. 4TH ST,Single-Space,TOD,$1 - $5,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",3A-5A Daily,34.049116,-118.24863,1
PW20,2301 PROSSER AV,Single-Space,FLAT,$1.00 ,2HR,8A-6P Mon-Sat,8A-11A Fri,34.044209,-118.421315,1
WH453,22600 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.166876,-118.620179,1
EN424,5000 ENCINO AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.161812,-118.514104,1
WU198,1500 6TH ST,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,34.056568,-118.268349,1
WA706,650 RAMPART BL,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,12P-3P Fri,34.060232,-118.282689,1
BF173,7600 MELROSE AV,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.083604,-118.355577,1
VH72,1800 N VERMONT AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.103949,-118.291679,1
CP41,21601 SHERMAN WY,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.201135,-118.601066,1
CP99,7200 TOPANGA CANYON BL,Single-Space,FLAT,$1.00 ,1HR,"TANS 7A-10A, 3P-7P Mon-Fri | PKG 10A-3P Mon-Sat",,34.201614,-118.605793,1
VN230,14500 GILMORE ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Tue,34.187601,-118.449482,0.5
C30,1401 29TH ST,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,10A-12P Thu,34.028737,-118.291873,1
VW93,2900 JAMES M WOOD BL,Single-Space,FLAT,$1.00 ,1HR,8A-6P Mon-Sat,,34.055878,-118.292498,1
CB1758,201 E 12TH ST,Single-Space,TOD,$2 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,34.036486,-118.257527,2
SO809,4200 VENTURA CANYON AV,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,8A-10A Thu,34.147426,-118.429369,1
WH459,22600 VENTURA BL,Single-Space,FLAT,$1.00 ,2HR,8A-8P Mon-Sat,,34.167105,-118.619446,1
WF206,8200 3RD ST,Single-Space,FLAT,$1.00 ,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,34.072518,-118.369429,1
C7,2601 VERMONT AV,Single-Space,FLAT,$1.00 ,1HR,8A-8P Mon-Sat,,34.03099,-118.291649,1
ED82,1001 E 8TH ST,Single-Space,FLAT,$0.50 ,4HR,8A-6P Mon-Sat,,34.035759,-118.245729,0.5
